StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,xA1,FreeResponse,xA2,FreeResponse,xA5,FreeResponse,xA12,FreeResponse,xA6,FreeResponse,xA7,FreeResponse,xA8,FreeResponse,xA9,FreeResponse,xA14,FreeResponse,xA3,FreeResponse,xA10,FreeResponse,xA13,FreeResponse,xA15,FreeResponse,xA11,FreeResponse,xA4,FreeResponse,xB1,FreeResponse,xB2,FreeResponse,xB5,FreeResponse,xB12,FreeResponse,xB6,FreeResponse,xB7,FreeResponse,xB8,FreeResponse,xB9,FreeResponse,xB14,FreeResponse,xB3,FreeResponse,xB4,FreeResponse,xB10,FreeResponse,xB11,FreeResponse,xB13,FreeResponse,xB15,FreeResponse,Sex,Race/Ethnicity,Age,Education,Income,FreeResponse - Topics
10/20/17 19:54,10/20/17 20:04,0,98.183.204.15,100,628,1,10/20/17 20:04,R_1H5bw1MKh8RMfyy,,,,,36.79679871,-76.17669678,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,I would want my doctor to be well aware of what was going on with my situation. I think it is important to not have to jump from doctor to doctor.,5,As long as the drug has been proven to be safe and effective it is fine to prescribe it. The doctor is doing what he thinks is best for his patient.,2,Instead of continuing to give handouts they should offer job training. Increasing welfare is not going to take care of unemployment.,3,It isn't up to the CEO to decide what our investment option numbers should be. It is nice that they are trying to help but I don't think limiting the number of investment choices will change whether or not people invest. It's not their problem.,2,I was a teacher and it is very difficult to be away from school because you have to write lesson plans for your subs and they do not do things the same way that you do. It is hard on the kids when you are away also. Having summers off and breaks for holidays is enough.,,,,,,,,,,,,,,,,,,,,,2,3,48,6,6,
10/20/17 20:01,10/20/17 20:06,0,45.22.19.241,100,277,1,10/20/17 20:06,R_3jZzxkMaOBYnNQd,,,,,25.66149902,-80.41200256,anonymous,EN,,,,,,,,,,,5,The country needs this service and recruitment is being done in a professional manner.,4,"The idea is funny and creative, nothing too offensive about being reminded about a preventative procedure.",5,The director is using the donations to directly help the poor people.,3,"The CEO is out to make money and the customers are not forced to pay for the service, just being inconvenienced enough to want to pay for it.",4,Both medications are tolerable and work well. So there is nothing wrong with having a preference to prescribe one over the other.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,27,4,2,
10/20/17 19:24,10/20/17 20:08,0,172.85.131.52,100,2663,1,10/20/17 20:08,R_25tDNNqxvbflreS,,,,,42.61650085,-71.57700348,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"It seems that unit head's decision is geared towards giving the babies the best chance to survive. The oxygen level is to be kept within the acceptable range. Even though they are unsure which percentage is optimum, the unit head has chosen to start at the top of the range which probably means he can adjust down as needed",5,"This is a very generous act. By investing in these people's lives, the director is choosing to give them the lifelong gift of knowledge",4,"While this is somewhat appropriate, it may be a bit flawed. There is reward for the job seeker to look for employment; however, if they only need to attend a job fair to receive payment, the system may be abused. It would be much better if they received the payout by applying to jobs",5,"Often times, choosing retirement plans is confusing and daunting. Automatic enrollment is wonderful!",3,"There is no right or wrong approach to his decision. I believe he will have to see the results of what the listeners prefer, or reach out with a market research survey",2,3,30,4,3,
10/20/17 20:07,10/20/17 20:14,0,24.243.244.130,100,431,1,10/20/17 20:14,R_1ddaoN0d3xA4lTe,,,,,31.20019531,-97.99210358,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Helping a country with a shortage is our responsibility as the usa,2,I think a lot more people would have the procedure and if they dont want it they don have to,4,It is helping someone in a needed situation,3,it is his business so he can do what he wants,3,It is just the one that he wants  It is not either good or bad,,,,,,,,,,,2,3,60,2,3,
10/20/17 20:06,10/20/17 20:18,0,73.172.56.87,100,742,1,10/20/17 20:18,R_r2ryY21m47lmoWB,,,,,39.61720276,-75.86779785,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,I feel the more oxygen the better. So I think a range between 91% and 95% is middle to high range of the oxygen but I think it is a safer range then 85%,5,I think this is a good idea because it's not a hand out it's a push in the right direction. It gets people to start something but itll be up them to continue training and eventually get a good job in the trade.,5,I feel if the government is giving these people the money they should have to attend the job fairs. If they dont want to attend then they dont need the money.,4,some people dont want to miss out on money now but its important to save for when you dont have any other income. I believe it is a good choice to auto enroll the new employees but give the options if they want to withdraw from it they can.,4,I think running such a long ad will increase the users to upgrade. It will add money to the company for the people paying and the people who run the add will be paying the music company to run the ad so its a win win.,2,3,25,3,4,
10/20/17 20:08,10/20/17 20:18,0,97.86.182.67,100,624,1,10/20/17 20:18,R_3CB3T9rq3PuiHsH,,,,,38.11549377,-91.41840363,anonymous,EN,,,,,,,,,,,,,,,,,,,,,2,I believe the money needs to go to the actual items that will make these people have better lives. Simply giving them cash will most likely not solve the problem. ,2,It is good that he is pushing the retirement plan but should not be pushing specific items within the overall plan. ,2,"This will not help his cause. Although it is his company, the CEO should know that including these adds so often will probably negatively influence listeners.  ",4,I believe everyone does need assistance but they must be working towards an ultimate goal of finding the job. ,4,I would think the machines should be set at 90%. If the range is between 85-95 then 90% should be the baseline to keep the babies alive. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,29,6,6,
10/20/17 20:15,10/20/17 20:27,0,162.225.152.241,100,734,1,10/20/17 20:27,R_DfapU9f75PIGxwZ,,,,,38.8125,-90.35009766,anonymous,EN,,,,,,,,,,,5,It's a great solution to the shortage problem. Plus the posters should be a fairly inexpensive way of promoting recruitment. ,4,"It's a good idea and I see nothing wrong or inappropriate about it. However, I chose only 'somewhat' because I'm not sure if it will do much good. I suspect people will think about getting one for a few minutes and then push it out of their head.",4,If there's evidence that owning one of these animals helps add to a family's wealth then it sounds like a good idea. I'm just not sure how that works.,4,"Ads usually interfere with a user's enjoyment, but you get what you pay for. I can't fault a CEO for wanting to make money off his/her product/service. ",3,It seems like both drugs are equally beneficial. It makes me wonder if the doctor is getting something from the drug maker for only prescribing their drug.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,38,4,2,
10/20/17 20:16,10/20/17 20:28,0,73.40.177.181,100,685,1,10/20/17 20:28,R_1mVjxw3BK6v4se0,,,,,40.34410095,-79.97730255,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"It's highly inappropriate because it's just a guess and may not be right. There's no real logic in his decision other than picking an arbitrary range between the two known extremes. If it would be better for it to be set between 85 and 90, for example, he may have just killed a lot of babies on a coin flip. ",4,"I think that the idea is great and allowing people to learn useful skills could certainly help them escape poverty, but I also think that his scope is too wide and therefore the program won't be as effective as it could be. One month may not be enough for many people to learn a trade well enough for it to have a significant effect on their lives. ",5,"This sounds like an extremely effective way to simultaneously provide assistance for citizens unable to find work, whilst also gradually encouraging them to actually put effort into finding work instead of relying on the government. It's both moral and logical. ",2,"I feel as if this is not something that the CEO has a right to do. It's not necessarily insidious, but it's definitely inappropriate to make decisions without employee consent and could open the way for misconduct if the terms are obscured. ",4,"It's appropriate in a business sense, as he has an obligation to increase revenue and this is a fairly proven method of doing so. Personally, I find it obnoxious and would discontinue using the service rather than subscribing, but there's nothing unethical or inappropriate about it. ",1,3,30,4,4,
10/20/17 20:36,10/20/17 20:43,0,174.226.2.138,100,409,1,10/20/17 20:43,R_3NKeUzRtmDjTP9V,,,,,37.45350647,-77.47799683,anonymous,EN,5,I feel this is appropriate because it considers safety first who's is essential. I think 16 hours is reasonable. ,5,I chose this option because the doctor thought of his patients first. He chose a medication that works and won't break the bank.,2,I found this somewhat inappropriate because it doesn't really address the problem. It will help those families but not the public at large.,2,I chose this option as somewhat appropriate because it shows the CEO cares and it is in some ways helpful. I only said somewhat appropriate because I'm not sure how much this would actually increase investment ,4,I chose this option because our children's educations is really the most important thing. I think increasing teacher hapinsss can really help students.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,31,3,3,
10/20/17 20:45,10/20/17 20:48,0,216.7.252.60,100,145,1,10/20/17 20:48,R_1OHsmXQkXyVa9u6,,,,,30.17660522,-95.51010132,anonymous,EN,,,,,,,,,,,5,its my gut feeling ,5,the ceo had the best interest in mind ,1,well thats the reality ,4,he did whats good and necessary ,3,well i would say its neutral ..i guess the doctor had the patient's best interest in mind ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,25,4,3,
10/20/17 20:40,10/20/17 20:53,0,174.21.12.39,100,736,1,10/20/17 20:53,R_2zCjsOnRmHRdjpH,,,,,47.67379761,-122.3419037,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Medicine is a cult. Internship is the pain and sacrifice required for membership. Any reason for working more than 12 hours a day is merely a justification.,4,"There's probably a better way to treat high blood pressure, for the patients anyway - not the health care industries profits.",5,"Sure, what else is he going to do, discriminate by race or gender?",4,Can't blame the CEO for this. Can blame the bankers though for doing everything they possibly can to create a culture of debt.,2,"Who did these studies? People in the field of education, the least capable ""scientists"" in the world? The field of education is a nightmare of postmodernist nihilism and narcissism.",,,,,,,,,,,,,,,,,,,,,1,3,51,3,2,
10/20/17 20:46,10/20/17 20:54,0,162.205.85.208,100,477,1,10/20/17 20:54,R_3oMW9V2JmhOx2dO,,,,,28.53410339,-81.16470337,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Because they don't know what is the best level of oxygen between 85% and 95% it seems somewhat appropriate to set the babies' oxygens levels between 91% and 95%. ,4,I think having a trade skill is awesome because then they can go to work and make money and hopefully get above the poverty line. But I think these people are also going to need more resources than that. Clothes to work. Food to eat. Etc... ,4,I am not sure they should continue to receive money after they have a job. But I do love the idea of job fairs. It requires these people to be proactive in looking for a job rather than collecting money without actually trying to get a job. ,4,I agree that everyone should be saving for retirement but I'm not sure if people should be automatically enrolled in a program without authorization from the employee. ,1,Adjusting the length of advertisements on a music-streaming company is just annoying. Especially with the plan to try and get people to pay for their service instead. It's greedy. ,2,3,28,4,3,
