,ID,Time.Started,Time.Finished,OS,Country,Area,City,Provider,Gender,Age,Year.Of.Birth,Question.1,In.a.couple.of.sentences..please.tell.us.why.you.chose.the.option.you.chose.,God.or.some.type.of.nonhuman.entity.is.in.control.of.the.events.in.the.universe.,We.believe.too.often.in.science..and.not.enough.in.feelings.and.faith.,Knowledge.can.best.be.obtained.through.scientific.research.,Marital.Status,Number.of.children,Education,Employment.Status,Career,Race,Income,Musicfan,Productivity.Booster,Bookworm,Socialite,Traveler,Sportsfan,Gamer,Value.Shopper,Food.and.Dining.Lover,Entertainment.Enthusiast,Fashionista,ADID.IDFA
49,1507878088,8/19/17 6:37,8/19/17 6:39,Android,US,California,Norwalk,MetroPCS,female,25 - 34,1986,Very appropriate,Because we need more doctors who don't try to sugar coat stuff. I rather know the truth about my health then be led on or lied to.,Neither disagree nor agree,Neither disagree nor agree,Strongly agree,living_with_partner,six_or_more,high_school,employed_for_wages,retail,hispanic,middle_i,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,744a558d-7534-4be2-996c-f06c7960abc2
8,1521719443,8/19/17 7:08,8/19/17 7:08,Android,US,Montana,Plentywood,Sagebrush,female,18 - 24,1996,Somewhat inappropriate,The doctor should be trained specifically to do the procedure with practice.,Neither agree nor disagree,Neither agree nor disagree,Agree,single,one,vocational_technical_college,unemployed_not_looking,homemaker,white,lower_i,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1e0692df-9f5c-44b8-9fe5-d5ef93c403cc
0,1523104992,8/19/17 6:48,8/19/17 6:48,Android,US,California,Fresno,cricket,female,25 - 34,1985,Very appropriate,So the pricedure is visable at all times to anyone involved with them. This will cut down on possible mishaps.,Neither agree nor disagree,Agree,Strongly agree,married,two,vocational_technical_college,homemaker,unemployed,hispanic,middle_i,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,00082789-075f-466d-aa1c-6007e47dfea1
84,1523811268,8/19/17 6:49,8/19/17 7:05,Android,US,California,La Puente,Home,female,35 - 44,1982,Very appropriate,A doctor knows best and is properly trained and educated.,Neither disagree nor agree,Disagree,Disagree,single,one,vocational_technical_college,student,health_care_and_social_assistance,white,lower_i,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,a60ad5f6-ece4-4c39-9b3a-afeedc488727
72,1523811268,8/19/17 7:06,8/19/17 7:06,Android,US,California,La Puente,Home,female,35 - 44,1982,Very inappropriate,A doctor knows best for the patient.  Also Is well trained and educated.,Disagree,Disagree,Disagree,single,one,vocational_technical_college,student,health_care_and_social_assistance,white,lower_i,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,a60ad5f6-ece4-4c39-9b3a-afeedc488727
51,1524339091,8/20/17 17:49,8/20/17 17:51,Android,US,Alabama,Trussville,,male,35 - 44,1977,Neither inappropriate nor appropriate,"The Doctor still have the instuctions with every patient, either on the wall or on the badge.",Agree,Neither agree nor disagree,Agree,divorced,two,vocational_technical_college,employed_for_wages,education,white,middle_i,,,,,,,,,,,,
21,1528728950,8/19/17 6:37,8/19/17 6:37,iOS,US,North Carolina,Durham,AT&T,female,25 - 34,1989,Very appropriate,It's easy and convenient,Disagree,Agree,Agree,married,two,university,employed_for_wages,scientific_or_technical_services,asian,high_i,,,,,,,,,,,,491D7AF3-0F43-4A1A-A90F-A16A0402BAF3
21,1528938819,8/19/17 6:44,8/19/17 6:46,iOS,US,California,Kerman,AT&T,female,25 - 34,1992,Very appropriate,Because it's the right thing to go in order to do their job safety,Disagree,Strongly agree,Disagree,single,one,vocational_technical_college,unable_to_work,other,hispanic,lower_i,,,,,,,,,,,,340674C9-CE49-4ECA-BCDA-2E97BF5EA847
26,1535362430,8/19/17 6:37,8/19/17 6:38,Android,US,Illinois,Crystal Lake,Verizon Wireless,female,18 - 24,1994,Very appropriate,Because it makes sense. Sounds safer that way.,Neither disagree nor agree,Neither disagree nor agree,Neither disagree nor agree,single,one,high_school,other,other,prefer_not_to_say,lower_ii,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,33efc115-419c-4c00-9515-c3b9ad54a319
79,1544657969,8/19/17 6:39,8/19/17 6:39,Web,US,California,Rohnert Park,,male,45 - 54,1970,Somewhat appropriate,"Fhkmcq lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",Agree,Neither disagree nor agree,Neither disagree nor agree,married,one,high_school,employed_for_wages,retail,hispanic,middle_ii,,,,,,,,,,,,
76,1547383872,8/19/17 6:55,8/19/17 6:57,Android,US,Georgia,Unknown,AT&T,female,35 - 44,1980,Very inappropriate,People shouldn't be put at risk,Strongly agree,Agree,Agree,divorced,six_or_more,high_school,homemaker,homemaker,white,lower_ii,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,b0ccadef-68b5-41bc-9203-7956d0efc488
9,1556008736,8/19/17 6:47,8/19/17 6:48,iOS,US,Missouri,High Ridge,,male,25 - 34,1987,Somewhat inappropriate,Very uncomfortable with tubes and painful,Agree,Agree,Agree,married,one,university,employed_for_wages,finance_and_insurance,asian,lower_ii,,,,,,,,,,,,10C6E8C8-CE53-47B0-9062-5D61EC18B07B
7,1556008736,8/19/17 6:47,8/19/17 6:47,iOS,US,Missouri,High Ridge,,male,25 - 34,1987,Somewhat appropriate,Very uncomfortable with tubes,Strongly agree,Agree,Agree,married,one,university,employed_for_wages,finance_and_insurance,asian,lower_ii,,,,,,,,,,,,10C6E8C8-CE53-47B0-9062-5D61EC18B07B
10,1556008736,8/19/17 6:47,8/19/17 6:47,iOS,US,Missouri,High Ridge,,male,25 - 34,1987,Somewhat inappropriate,Very uncomfortable,Strongly agree,Agree,Agree,married,one,university,employed_for_wages,finance_and_insurance,asian,lower_ii,,,,,,,,,,,,10C6E8C8-CE53-47B0-9062-5D61EC18B07B
71,1556700245,8/19/17 6:48,8/19/17 6:49,Android,US,Iowa,Dubuque,,female,35 - 44,1975,Very appropriate,Patient awareness,Strongly agree,Agree,Strongly agree,prefer_not_to_say,two,vocational_technical_college,employed_for_wages,other,prefer_not_to_say,middle_i,,,,,,,,,,,,
50,1560127203,8/19/17 6:38,8/19/17 6:38,Android,US,Pennsylvania,McKeesport,AT&T,female,18 - 24,1998,Somewhat appropriate,Idk,Agree,Agree,Disagree,single,zero,high_school,unemployed_looking,education,white,high_i,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,8b7da939-3918-4757-b4e1-52c16b091e00
60,1577262525,8/19/17 6:48,8/19/17 6:48,iOS,US,Oklahoma,Unknown,Sprint,female,18 - 24,1996,Somewhat inappropriate,People's lives are at risk,Agree,Neither agree nor disagree,Agree,single,zero,high_school,student,arts_entertainment_or_recreation,white,lower_i,,,,,,,,,,,,DBF59141-9686-4E61-9F35-D0351539EF11
80,1581812498,8/19/17 6:37,8/19/17 6:38,Web,US,California,Los Angeles,,female,25 - 34,1990,Very appropriate,I like to know what I am getting myself into,Strongly disagree,Strongly disagree,Strongly agree,single,zero,high_school,unemployed_not_looking,unemployed,hispanic,lower_i,,,,,,,,,,,,
41,1598747155,8/19/17 6:53,8/19/17 6:54,Android,US,New York,Brooklyn,MetroPCS,male,14 - 17,2002,Very inappropriate,Change of id on patients,Strongly agree,Neither agree nor disagree,Agree,single,zero,university,unable_to_work,construction,black,lower_i,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6c726a91-bbbd-4a01-b984-7976805fcd15
25,1598996484,8/21/17 18:31,8/21/17 18:32,Android,US,Illinois,Sparta,Unknown,male,25 - 34,1987,Very appropriate,Because he makes the movie great!,Agree,Agree,Agree,single,zero,high_school,other,other,white,lower_i,,,,,,,,,,,,301cb6f8-48d4-48f1-929b-89f8ba3757fd
58,1599445630,8/19/17 7:07,8/19/17 7:07,iOS,US,Colorado,La Junta,cricket,female,25 - 34,1985,Very appropriate,Because people should know all pros and cons of any procedure they are getting dons,Strongly agree,Strongly agree,Neither agree nor disagree,married,zero,high_school,self_employed,other,white,lower_i,,,,,,,,,,,,A904AF6D-E217-4CAA-A18F-6B7508B298F6
75,1604321955,8/19/17 7:05,8/19/17 7:05,Android,US,Texas,Joshua,MetroPCS,female,35 - 44,1973,Neither appropriate nor inappropriate,Not quite sure,Agree,Agree,Agree,living_with_partner,four,vocational_technical_college,employed_for_wages,health_care_and_social_assistance,white,lower_ii,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,acdf5339-7569-4207-9241-bae3bddb1661
80,1604321955,8/19/17 7:06,8/19/17 7:06,Android,US,Texas,Joshua,MetroPCS,female,35 - 44,1973,Very appropriate,Patients need to know every precaution is taken to ensure their safety and health,Agree,Agree,Agree,living_with_partner,four,vocational_technical_college,employed_for_wages,health_care_and_social_assistance,white,lower_ii,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,acdf5339-7569-4207-9241-bae3bddb1661
73,1605447576,8/19/17 6:47,8/19/17 6:48,Android,US,Texas,Joshua,MetroPCS,male,> 54,1962,Neither appropriate nor inappropriate,Basically sanitaion reasons,Agree,Agree,Agree,married,five,university,employed_for_wages,retail,hispanic,lower_ii,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,a9f86354-350c-46a9-8e22-183216c49227
75,1605447576,8/19/17 6:48,8/19/17 7:05,Android,US,Texas,Joshua,MetroPCS,male,> 54,1962,Somewhat appropriate,Basically safety issues,Agree,Agree,Agree,married,five,university,employed_for_wages,retail,hispanic,lower_ii,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,a9f86354-350c-46a9-8e22-183216c49227
19,1615163440,8/19/17 6:36,8/19/17 6:37,iOS,US,California,Fresno,AT&T,female,25 - 34,1991,Very inappropriate,They should be given a papflipt on the procedure before,Agree,Agree,Neither agree nor disagree,divorced,four,vocational_technical_college,unemployed_looking,health_care_and_social_assistance,hispanic,lower_i,,,,,,,,,,,,27B66E91-9506-4B36-8B20-D1566F1C5394
3,1621351969,8/19/17 6:52,8/19/17 6:53,iOS,US,California,Fremont,MetroPCS,female,18 - 24,1995,Neither inappropriate nor appropriate,I agree not disagree as I am unsure which would be the safest. It makes me think of these people as lab rats,Strongly disagree,Disagree,Neither agree nor disagree,single,two,high_school,unemployed_not_looking,homemaker,white,lower_i,,,,,,,,,,,,11A98BE0-90F5-482B-B921-54FFD1E531BD
13,1622772244,8/19/17 6:48,8/19/17 6:48,iOS,US,Illinois,Libertyville,AT&T,female,18 - 24,1995,Very appropriate,"This ensures that all possible safety requirements and procedures are being set in place to prevent infection. If the doctors have the best instructions to avoid infections, they can do the best they can to help the patients be cured and avoid the risk of infection.",Neither agree nor disagree,Neither agree nor disagree,Agree,single,zero,university,employed_for_wages,retail,white,high_i,,,,,,,,,,,,17B9B27E-E0C6-4391-8AFC-B5172513603A
8,1622772244,8/19/17 6:48,8/19/17 6:48,iOS,US,Illinois,Libertyville,AT&T,female,18 - 24,1995,Very appropriate,"This will help prevent patients from getting an infection from the needle. If this occurs, more patients can be cured with a limited risk of infection.",Agree,Agree,Agree,single,zero,university,employed_for_wages,retail,white,high_i,,,,,,,,,,,,17B9B27E-E0C6-4391-8AFC-B5172513603A
15,1622772244,8/19/17 6:48,8/19/17 6:49,iOS,US,Illinois,Libertyville,AT&T,female,18 - 24,1995,Very inappropriate,"If the posters are in the rooms where the patients are being treated, they can ensure the doctors will follow these instructions and the spread of infection will be limited.",Neither agree nor disagree,Agree,Agree,single,zero,university,employed_for_wages,retail,white,high_i,,,,,,,,,,,,17B9B27E-E0C6-4391-8AFC-B5172513603A
35,1630501871,8/19/17 6:47,8/19/17 6:48,iOS,US,Unknown,Unknown,,female,> 54,1962,Neither appropriate nor inappropriate,I think it would be an extra warning or explanation about the safety of the procedure besides oral and written  instructions. It might be hard to read because of the size of the font and when the doctor moves.,Strongly agree,Agree,Disagree,married,two,university,employed_for_wages,education,white,middle_ii,,,,,,,,,,,,4EE3CC5F-0D2A-46E8-893C-C0EEEB9AD495
24,1631827257,8/19/17 6:54,8/19/17 6:56,Android,US,Kentucky,Corbin,AT&T MicroCell,female,18 - 24,1992,Neither inappropriate nor appropriate,I chose the option because he has to do both in order to see which one works best.,Agree,Agree,Agree,married,one,high_school,self_employed,other,white,lower_i,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,3a9308b4-03db-4ff5-9cf1-7187b40c436e
49,1632205107,8/19/17 7:06,8/19/17 7:06,Android,US,California,San Bernardino,Sprint,female,18 - 24,1994,Very appropriate,So there's no infections after procedures.,Agree,Neither disagree nor agree,Neither disagree nor agree,living_with_partner,two,high_school,self_employed,arts_entertainment_or_recreation,latino,lower_i,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,6efd46e2-4c74-4534-a027-3b73815ae7f9
11,1652697535,8/19/17 6:47,8/19/17 6:48,Android,US,New York,New York,MetroPCS,female,18 - 24,1997,Very appropriate,I chosen that answer cause if it saves lives then what ever the best way for the proseser is then do it that way if it saves lives they should also study to make sure it's a right thing to do first,Neither disagree nor agree,Strongly agree,Neither disagree nor agree,single,three,high_school,student,manufacturing_other,black,lower_i,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,379afd6f-fecd-4e81-b914-69ebbb87022f
23,1652697535,8/19/17 6:48,8/19/17 6:48,Android,US,New York,New York,MetroPCS,female,18 - 24,1997,Neither appropriate nor inappropriate,They should do appt more research first,Agree,Strongly agree,Strongly agree,single,three,high_school,student,manufacturing_other,black,lower_i,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,379afd6f-fecd-4e81-b914-69ebbb87022f
25,1667105650,8/19/17 7:08,8/19/17 7:08,iOS,US,Illinois,Unknown,AT&T,female,25 - 34,1992,Neither appropriate nor inappropriate,Both options have their pros and cons,Strongly agree,Agree,Neither disagree nor agree,married,one,high_school,homemaker,homemaker,white,lower_ii,,,,,,,,,,,,4D24B31B-5D18-46B9-A55F-DEE9B5CD173D
37,1683493493,8/19/17 6:48,8/19/17 7:06,Android,US,New York,Monticello,,female,45 - 54,1967,Neither inappropriate nor appropriate,Medical Dr's are there to save lives and/or help people. There first commandment as Dr's is do no harm. They are just looking for ways to help people without causing them any more problems and pain. I don't understand how that would be a bad thing. The only thing that could be used against them would be with the way people can tell these Dr's apart since tape can be removed and isn't very professional.,Strongly agree,Disagree,Agree,living_with_partner,six_or_more,high_school,homemaker,homemaker,white,lower_ii,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,625150ab-098c-4ef8-bd6c-c376317df195
74,1692477424,8/19/17 6:36,8/19/17 6:37,Android,US,Kansas,Wichita,MetroPCS,male,18 - 24,1993,Somewhat appropriate,Becuase what is each pachent getting out of the tests. And each one should be treated the same way,Agree,Agree,Neither disagree nor agree,single,zero,high_school,unemployed_looking,unemployed,white,lower_ii,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,acda7eb3-2e8c-4dcc-b50c-42b9123763e4
97,1695700092,8/19/17 6:48,8/19/17 6:48,Android,US,Florida,New Port Richey,Family Mobile,male,18 - 24,1996,Somewhat inappropriate,I feel its not right but if neccisary then do it,Disagree,Disagree,Neither disagree nor agree,single,zero,high_school,unemployed_looking,other,white,lower_i,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,fc1ce2c4-d0ae-4781-95ed-b8784f2edf00
94,1698187493,8/19/17 6:47,8/19/17 6:47,Android,US,Georgia,Atlanta,mobily,male,35 - 44,1977,Somewhat appropriate,It is also a reminder for everyone not just only for patients,Agree,Neither disagree nor agree,Neither disagree nor agree,living_with_partner,three,vocational_technical_college,employed_for_wages,other,asian,lower_i,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,c79effc5-4c02-48c2-89df-26bd43f683ae
97,1703261962,8/19/17 6:47,8/19/17 6:48,Android,US,California,Hawthorne,Searching for Service,male,35 - 44,1980,Very appropriate,I don't know,Agree,Strongly agree,Agree,divorced,zero,university,self_employed,finance_and_insurance,white,middle_ii,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,f2bb685f-65a2-4122-9fb1-d81df5cb6616
10,1708184125,8/19/17 6:45,8/19/17 6:46,Android,US,Virginia,Charlottesville,HOME,female,18 - 24,1996,Very appropriate,because he thought about it.,Strongly disagree,Strongly agree,Agree,single,one,high_school,employed_for_wages,telecommunications,white,lower_i,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1b838d17-5d45-482d-a842-8b9f716d3e85
81,1718588356,8/19/17 6:39,8/19/17 6:40,Android,US,Missouri,Mexico,U.S. Cellular,female,25 - 34,1990,Neither inappropriate nor appropriate,It depends the situation,Agree,Agree,Agree,married,five,high_school,self_employed,homemaker,white,lower_ii,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,b9a8ec89-36a0-4ca8-830c-ddf0fae99c6d
65,1720707131,8/19/17 6:38,8/19/17 6:47,Web,US,Utah,Bountiful,,female,45 - 54,1968,Neither inappropriate nor appropriate,it doesn't make sense to me,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,divorced,two,high_school,unable_to_work,other,hispanic,lower_ii,,,,,,,,,,,,
91,1722102820,8/19/17 7:09,8/19/17 7:09,Android,US,Ohio,Bucyrus,Unknown,female,> 54,1962,Neither appropriate nor inappropriate,I don't know what this means.,Strongly disagree,Strongly disagree,Strongly disagree,widowed,three,high_school,unable_to_work,other,white,lower_i,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,e684b51c-44a5-4241-bd46-82c86ec86783
4,1723047597,8/19/17 7:08,8/19/17 7:09,iOS,US,California,Huntington Park,MetroPCS,female,18 - 24,1998,Somewhat inappropriate,Because the doctor puts a large tube in the veins,Disagree,Agree,Agree,single,one,high_school,unemployed_looking,education,hispanic,lower_i,,,,,,,,,,,,04ACBA4C-4C43-4BAF-909E-BE250BBEF25E
32,1723472269,8/19/17 7:07,8/19/17 7:08,Web,US,Pennsylvania,Blairsville,,male,25 - 34,1987,Somewhat appropriate,"I feel these kind of things would be common procedure, you should be able to trust.the information they provide whether it is from a doctor or a sign on the wall.",Neither disagree nor agree,Agree,Strongly agree,single,zero,high_school,self_employed,scientific_or_technical_services,white,lower_ii,,,,,,,,,,,,
5,1759493005,8/19/17 7:07,8/19/17 7:07,iOS,US,Ohio,Troy,TFW,female,35 - 44,1979,Neither inappropriate nor appropriate,I think trying to figure out how to solve the problem is good but i need more details.,Neither agree nor disagree,Neither agree nor disagree,Agree,married,two,high_school,homemaker,unemployed,other,middle_ii,,,,,,,,,,,,078E7226-732D-4DC9-8B5E-342BA062D53B
50,1765564219,8/19/17 7:06,8/19/17 7:06,Android,US,Washington,Seattle,AT&T,male,45 - 54,1972,Very inappropriate,It doesn't say that they are experience with the procedure.,Strongly agree,Disagree,Agree,prefer_not_to_say,prefer_not_to_say,university,other,health_care_and_social_assistance,hispanic,prefer_not_to_say,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,880fc5bd-e063-43b5-88b9-4084d3d22649
